x,x,x*(x+1),x*(x+1)(x+2)/2,x*(x+1)(x+2)(x+3)/6
0.0026000000000000003,0.0026000000000000003,0.00260676,0.0026101487880000004,0.0026124109169496004
0.0027,0.0027,0.00270729,0.0027109448414999997,0.0027133846918573497
0.0028,0.0028,0.00280784,0.002811770976,0.0028143952955776
0.0029000000000000002,0.0029000000000000002,0.00290841,0.0029126271945,0.00291544273412135
0.003,0.003,0.0030089999999999995,0.0030135134999999995,0.0030165270134999995
0.0031000000000000003,0.0031000000000000003,0.0031096100000000005,0.0031144298955000003,0.00311764813972535
0.0032,0.0032,0.0032102400000000005,0.0032153763840000005,0.0032188061188096005
0.0033,0.0033,0.0033108900000000004,0.0033163529685,0.0033200009567653497
0.0034000000000000002,0.0034000000000000002,0.0034115600000000005,0.0034173596520000005,0.003421232659605601
0.0035,0.0035,0.00351225,0.0035183964375,0.0035225012333437496
0.0036000000000000003,0.0036000000000000003,0.0036129600000000006,0.0036194633280000007,0.003623806683993601
0.0037,0.0037,0.0037136900000000004,0.0037205603265,0.0037251490175693497
0.0038,0.0038,0.00381444,0.0038216874360000003,0.0038265282400856003
0.0039000000000000003,0.0039000000000000003,0.0039152100000000006,0.0039228446595,0.003927944357557349
0.004,0.004,0.0040160000000000005,0.004024032,0.004029397376
0.0041,0.0041,0.00411681,0.004125249460500001,0.004130887301429351
0.004200000000000001,0.004200000000000001,0.004217640000000001,0.004226497044000001,0.004232414139861601
0.0043,0.0043,0.0043184899999999995,0.0043277747535,0.0043339778973133505
0.0044,0.0044,0.00441936,0.004429082591999999,0.004435578579801599
0.0045000000000000005,0.0045000000000000005,0.00452025,0.0045304205625,0.00453721619334375
0.0046,0.0046,0.00462116,0.0046317886679999995,0.004638890743957599
0.0047,0.0047,0.00472209,0.0047331869115,0.00474060223766135
0.0048000000000000004,0.0048000000000000004,0.00482304,0.004834615295999999,0.004842350680473599
0.0049,0.0049,0.0049240099999999995,0.0049360738244999995,0.00494413607841335
0.005,0.005,0.005025,0.0050375624999999995,0.0050459584374999995
0.0051,0.0051,0.005126010000000001,0.005139081325500001,0.005147817763753351
0.005200000000000001,0.005200000000000001,0.005227040000000001,0.005240630304000001,0.005249714063193601
0.0053,0.0053,0.005328090000000001,0.005342209438500001,0.005351647341841351
0.0054,0.0054,0.005429160000000001,0.005443818732,0.005453617605717599
0.0055000000000000005,0.0055000000000000005,0.005530250000000001,0.005545458187500001,0.005555624860843752
0.0056,0.0056,0.00563136,0.005647127807999999,0.0056576691132416
0.0057,0.0057,0.005732490000000001,0.005748827596500001,0.005759750368933351
0.0058000000000000005,0.0058000000000000005,0.005833640000000001,0.0058505575560000005,0.0058618686339416
0.0059,0.0059,0.0059348099999999996,0.0059523176895,0.0059640239142893505
0.006,0.006,0.0060360000000000006,0.006054108,0.006066216215999999
0.0061,0.0061,0.006137210000000001,0.006155928490500001,0.006168445545097351
0.006200000000000001,0.006200000000000001,0.0062384400000000005,0.006257779164000001,0.006270711907605601
0.0063,0.0063,0.00633969,0.0063596600235,0.006373015309549351
0.0064,0.0064,0.00644096,0.006461571072000001,0.006475355756953602
0.006500000000000001,0.006500000000000001,0.00654225,0.0065635123125,0.00657773325584375
0.0066,0.0066,0.00664356,0.006665483748,0.006680147812245601
0.0067,0.0067,0.00674489,0.006767485381499999,0.006782599432185349
0.0068000000000000005,0.0068000000000000005,0.00684624,0.006869517216,0.0068850881216896
0.006900000000000001,0.006900000000000001,0.00694761,0.0069715792544999995,0.006987613886785349
0.007,0.007,0.007049,0.0070736715,0.0070901767335000004
0.0071,0.0071,0.007150410000000001,0.007175793955500001,0.007192776667861351
0.007200000000000001,0.007200000000000001,0.007251840000000002,0.007277946624000002,0.007295413695897603
0.0073,0.0073,0.007353290000000001,0.007380129508500001,0.00739808782363735
0.0074,0.0074,0.007454760000000001,0.007482342612000001,0.007500799057109602
0.007500000000000001,0.007500000000000001,0.007556250000000001,0.007584585937500001,0.007603547402343751
0.0076,0.0076,0.0076577600000000004,0.0076868594880000005,0.007706332865369601
0.0077,0.0077,0.00775929,0.0077891632665,0.007809155452217349
0.0078000000000000005,0.0078000000000000005,0.007860840000000001,0.007891497276000001,0.007912015168917602
0.0079,0.0079,0.007962410000000001,0.0079938615195,0.00801491202150135
0.008,0.008,0.008064,0.008096256,0.008117846016
0.0081,0.0081,0.00816561,0.008198680720500002,0.008220817158445352
0.0082,0.0082,0.00826724,0.008301135684,0.0083238254548696
0.0083,0.0083,0.00836889,0.008403620893500002,0.008426870911305352
0.008400000000000001,0.008400000000000001,0.00847056,0.008506136352,0.008529953533785599
0.0085,0.0085,0.00857225,0.008608682062500001,0.008633073328343751
0.0086,0.0086,0.00867396,0.008711258028,0.008736230301013599
0.008700000000000001,0.008700000000000001,0.008775690000000001,0.0088138642515,0.008839424457829351
0.0088,0.0088,0.00887744,0.008916500736,0.0089426558048256
0.0089,0.0089,0.00897921,0.0090191674845,0.009045924348037351
0.009000000000000001,0.009000000000000001,0.009081,0.0091218645,0.009149230093499999
0.0091,0.0091,0.009182810000000001,0.009224591785500003,0.009252573047249352
0.0092,0.0092,0.00928464,0.009327349343999999,0.0093559532153216
0.009300000000000001,0.009300000000000001,0.009386490000000003,0.009430137178500003,0.009459370603753353
0.0094,0.0094,0.009488360000000001,0.009532955292,0.0095628252185816
0.0095,0.0095,0.00959025,0.0096358036875,0.00966631706584375
0.009600000000000001,0.009600000000000001,0.009692160000000002,0.009738682368,0.0097698461515776
0.0097,0.0097,0.00979409,0.0098415913365,0.00987341248182135
0.0098,0.0098,0.00989604,0.009944530596,0.009977016062613598
0.0099,0.0099,0.009998010000000002,0.010047500149500002,0.010080656899993353
0.01,0.01,0.0101,0.010150499999999998,0.010184334999999997
0.010100000000000001,0.010100000000000001,0.010202010000000001,0.010253530150500002,0.01028805036867335
0.0102,0.0102,0.01030404,0.010356590604000002,0.010391803012053603
0.0103,0.0103,0.01040609,0.0104596813635,0.010495592936181351
0.010400000000000001,0.010400000000000001,0.01050816,0.010562802432000001,0.010599420147097601
0.0105,0.0105,0.01061025,0.0106659538125,0.010703284650843749
0.0106,0.0106,0.010712359999999999,0.010769135508,0.0108071864534616
0.010700000000000001,0.010700000000000001,0.010814490000000001,0.0108723475215,0.01091112556099335
0.0108,0.0108,0.01091664,0.010975589856000001,0.011015101979481601
0.0109,0.0109,0.011018809999999999,0.011078862514499998,0.011119115714969348
0.011000000000000001,0.011000000000000001,0.011121,0.0111821655,0.011223166773500002
0.0111,0.0111,0.011223210000000003,0.011285498815500002,0.011327255161117352
0.0112,0.0112,0.01132544,0.011388862464000001,0.011431380883865602
0.011300000000000001,0.011300000000000001,0.011427690000000002,0.011492256448500002,0.011535543947789351
0.0114,0.0114,0.01152996,0.011595680772000001,0.0116397443589336
0.0115,0.0115,0.01163225,0.0116991354375,0.01174398212334375
0.011600000000000001,0.011600000000000001,0.011734560000000002,0.011802620448000001,0.011848257247065603
0.0117,0.0117,0.011836890000000001,0.0119061358065,0.01195256973614535
0.0118,0.0118,0.01193924,0.012009681516000001,0.012056919596629601
0.0119,0.0119,0.012041610000000001,0.0121132575795,0.01216130683456535
0.012,0.012,0.012144,0.012216864000000001,0.012265731456000002
0.012100000000000001,0.012100000000000001,0.012246410000000001,0.012320500780500003,0.012370193466981353
0.0122,0.0122,0.01234884,0.012424167924,0.012474692873557599
0.0123,0.0123,0.01245129,0.0125278654335,0.012579229681777352
0.012400000000000001,0.012400000000000001,0.01255376,0.012631593312,0.012683803897689602
0.0125,0.0125,0.01265625,0.012735351562500002,0.012788415527343751
0.0126,0.0126,0.01275876,0.012839140187999998,0.012893064576789598
0.012700000000000001,0.012700000000000001,0.012861290000000001,0.012942959191500002,0.012997751052077353
0.0128,0.0128,0.012963839999999999,0.013046808575999998,0.013102474959257598
0.0129,0.0129,0.013066409999999999,0.0131506883445,0.01320723630438135
0.013000000000000001,0.013000000000000001,0.013169,0.013254598499999999,0.0133120350935
0.0131,0.0131,0.013271610000000001,0.013358539045500002,0.013416871332665352
0.0132,0.0132,0.01337424,0.013462509984,0.0135217450279296
0.013300000000000001,0.013300000000000001,0.013476890000000002,0.013566511318500002,0.013626656185345353
0.0134,0.0134,0.013579560000000001,0.013670543052,0.0137316048109656
0.0135,0.0135,0.01368225,0.0137746051875,0.01383659091084375
0.013600000000000001,0.013600000000000001,0.013784960000000002,0.013878697728000001,0.0139416144910336
0.0137,0.0137,0.013887690000000001,0.013982820676500002,0.014046675557589351
0.013800000000000002,0.013800000000000002,0.013990440000000002,0.014086974036,0.014151774116565598
0.013900000000000001,0.013900000000000001,0.014093210000000002,0.014191157809500003,0.014256910174017354
0.014,0.014,0.014196,0.014295371999999999,0.014362083735999997
0.014100000000000001,0.014100000000000001,0.014298810000000002,0.014399616610500002,0.01446729480856935
0.0142,0.0142,0.01440164,0.014503891644000002,0.014572543397781605
0.0143,0.0143,0.01450449,0.0146081971035,0.014677829509693352
0.014400000000000001,0.014400000000000001,0.014607360000000002,0.014712532992000003,0.014783153150361605
0.0145,0.0145,0.01471025,0.0148168993125,0.014888514325843748
0.0146,0.0146,0.014813159999999999,0.014921296068,0.014993913042197602
0.014700000000000001,0.014700000000000001,0.01491609,0.0150257232615,0.015099349305481348
0.0148,0.0148,0.015019039999999999,0.015130180896,0.0152048231217536
0.0149,0.0149,0.015122009999999998,0.015234668974499998,0.015310334497073348
0.015000000000000001,0.015000000000000001,0.015224999999999999,0.0153391875,0.015415883437500002
0.0151,0.0151,0.01532801,0.015443736475499998,0.015521469949093349
0.0152,0.0152,0.015431040000000002,0.015548315904000003,0.015627094037913604
0.015300000000000001,0.015300000000000001,0.015534090000000002,0.0156529257885,0.01573275571002135
0.0154,0.0154,0.01563716,0.015757566132000002,0.0158384549714776
0.0155,0.0155,0.01574025,0.0158622369375,0.015944191828343748
0.015600000000000001,0.015600000000000001,0.01584336,0.015966938208000003,0.016049966286681604
0.015700000000000002,0.015700000000000002,0.015946490000000004,0.016071669946500004,0.016155778352553354
0.0158,0.0158,0.01604964,0.016176432156000002,0.016261628032021604
0.0159,0.0159,0.01615281,0.016281224839499998,0.016367515331149347
0.016,0.016,0.016256,0.016386048,0.016473440256
0.0161,0.0161,0.01635921,0.016490901640499996,0.016579402812637343
0.0162,0.0162,0.01646244,0.016595785763999997,0.016685403007125597
0.016300000000000002,0.016300000000000002,0.01656569,0.016700700373500004,0.016791440845529356
0.0164,0.0164,0.01666896,0.016805645472,0.0168975163339136
0.0165,0.0165,0.01677225,0.0169106210625,0.01700362947834375
0.0166,0.0166,0.016875559999999998,0.017015627147999996,0.017109780284885596
0.0167,0.0167,0.01697889,0.0171206637315,0.017215968759605352
0.016800000000000002,0.016800000000000002,0.017082240000000002,0.017225730816000002,0.0173221949085696
0.016900000000000002,0.016900000000000002,0.01718561,0.017330828404500002,0.01742845873784535
0.017,0.017,0.017289,0.0174359565,0.0175347602535
0.0171,0.0171,0.01739241,0.0175411151055,0.01764109946160135
0.0172,0.0172,0.017495840000000002,0.017646304224,0.0177474763682176
0.0173,0.0173,0.01759929,0.017751523858500002,0.017853890979417354
0.017400000000000002,0.017400000000000002,0.017702760000000005,0.017856774012000004,0.017960343301269603
0.0175,0.0175,0.017806250000000003,0.017962054687500003,0.01806683333984375
0.0176,0.0176,0.017909760000000004,0.018067365888000002,0.0181733611012096
0.0177,0.0177,0.01801329,0.0181727076165,0.01827992659143735
0.0178,0.0178,0.018116840000000002,0.018278079876,0.0183865298165976
0.0179,0.0179,0.01822041,0.0183834826695,0.01849317078276135
0.018000000000000002,0.018000000000000002,0.018324000000000003,0.018488916,0.018599849496
0.0181,0.0181,0.01842761,0.0185943798705,0.01870656596238535
0.0182,0.0182,0.01853124,0.018699874284000002,0.018813320187989604
0.0183,0.0183,0.01863489,0.018805399243500002,0.01892011217888535
0.0184,0.0184,0.018738559999999998,0.018910954752,0.0190269419411456
0.018500000000000003,0.018500000000000003,0.01884225,0.0190165408125,0.01913380948084375
0.018600000000000002,0.018600000000000002,0.01894596,0.019122157428000004,0.019240714804053604
0.0187,0.0187,0.01904969,0.0192278046015,0.01934765791684935
0.0188,0.0188,0.01915344,0.019333482336,0.0194546388253056
0.0189,0.0189,0.019257209999999997,0.019439190634499996,0.019561657535497348
0.019,0.019,0.019360999999999996,0.0195449295,0.0196687140535
0.019100000000000002,0.019100000000000002,0.01946481,0.019650698935499998,0.019775808385389348
0.019200000000000002,0.019200000000000002,0.019568640000000005,0.019756498944000007,0.019882940537241607
0.0193,0.0193,0.019672490000000004,0.019862329528500002,0.01999011051513335
0.0194,0.0194,0.019776360000000003,0.019968190692000003,0.020097318325141604
0.0195,0.0195,0.019880250000000002,0.0200740824375,0.02020456397334375
0.0196,0.0196,0.01998416,0.020180004768000002,0.020311847465817604
0.019700000000000002,0.019700000000000002,0.020088090000000003,0.0202859576865,0.020419168808641346
0.0198,0.0198,0.02019204,0.020391941196,0.0205265280078936
0.0199,0.0199,0.020296010000000003,0.020497955299500003,0.020633925069653353
0.02,0.02,0.0204,0.020604,0.02074136
0.0201,0.0201,0.02050401,0.020710075300499998,0.020848832805013345
0.020200000000000003,0.020200000000000003,0.02060804,0.020816181204,0.0209563434907736
0.020300000000000002,0.020300000000000002,0.020712090000000002,0.020922317713500005,0.02106389206336136
0.0204,0.0204,0.02081616,0.021028484832,0.0211714785288576
0.0205,0.0205,0.02092025,0.021134682562500003,0.021279102893343754
0.0206,0.0206,0.02102436,0.021240910908,0.0213867651629016
0.0207,0.0207,0.02112849,0.0213471698715,0.02149446534361335
0.020800000000000003,0.020800000000000003,0.02123264,0.021453459456,0.021602203441561597
0.020900000000000002,0.020900000000000002,0.02133681,0.0215597796645,0.021709979462829352
0.021,0.021,0.021440999999999998,0.0216661305,0.021817793413499997
0.0211,0.0211,0.02154521,0.0217725119655,0.02192564529965735
0.0212,0.0212,0.021649440000000002,0.021878924064,0.0220335351273856
0.0213,0.0213,0.021753690000000003,0.021985366798500005,0.022141462902769356
0.021400000000000002,0.021400000000000002,0.021857960000000003,0.022091840172000003,0.022249428631893598
0.021500000000000002,0.021500000000000002,0.021962250000000003,0.022198344187500003,0.022357432320843754
0.0216,0.0216,0.022066560000000002,0.022304878848,0.0224654739757056
0.0217,0.0217,0.022170890000000002,0.022411444156500003,0.022573553602565355
0.0218,0.0218,0.02227524,0.022518040116,0.022681671207509597
0.0219,0.0219,0.02237961,0.0226246667295,0.022789826796625348
0.022000000000000002,0.022000000000000002,0.022484000000000004,0.022731324,0.022898020376
0.0221,0.0221,0.022588410000000003,0.022838011930500002,0.02300625195172135
0.0222,0.0222,0.022692840000000002,0.022944730524000007,0.02311452152987761
0.0223,0.0223,0.02279729,0.0230514797835,0.02322282911655735
0.0224,0.0224,0.02290176,0.023158259712,0.023331174717849606
0.022500000000000003,0.022500000000000003,0.023006250000000002,0.0232650703125,0.02343955833984375
0.022600000000000002,0.022600000000000002,0.02311076,0.023371911588,0.023547979988629602
0.0227,0.0227,0.02321529,0.023478783541499997,0.023656439670297347
0.0228,0.0228,0.023319839999999998,0.023585686176,0.0237649373909376
0.0229,0.0229,0.02342441,0.023692619494499998,0.02387347315664135
0.023,0.023,0.023528999999999998,0.0237995835,0.0239820469735
0.023100000000000002,0.023100000000000002,0.02363361,0.0239065781955,0.024090658847605348
0.023200000000000002,0.023200000000000002,0.023738240000000004,0.024013603584000006,0.024199308785049608
0.0233,0.0233,0.023842890000000002,0.0241206596685,0.024307996791925347
0.0234,0.0234,0.023947560000000003,0.024227746452000005,0.024416722874325603
0.0235,0.0235,0.02405225,0.0243348639375,0.024525487038343747
0.0236,0.0236,0.02415696,0.024442012128000002,0.024634289290073604
0.023700000000000002,0.023700000000000002,0.024261690000000002,0.0245491910265,0.02474312963560935
0.0238,0.0238,0.024366440000000003,0.024656400636000005,0.024852008081045606
0.0239,0.0239,0.02447121,0.024763640959499997,0.024960924632477344
0.024,0.024,0.024576,0.024870912000000002,0.025069879296000002
0.0241,0.0241,0.02468081,0.0249782137605,0.025178872077709347
0.024200000000000003,0.024200000000000003,0.02478564,0.025085546244,0.025287902983701604
0.024300000000000002,0.024300000000000002,0.02489049,0.025192909453500004,0.025396972020073353
0.0244,0.0244,0.02499536,0.025300303392,0.0255060791929216
0.0245,0.0245,0.02510025,0.025407728062500003,0.02561522450834375
0.0246,0.0246,0.02520516,0.025515183468,0.025724407972437597
0.0247,0.0247,0.025310089999999997,0.0256226696115,0.025833629591301352
0.024800000000000003,0.024800000000000003,0.02541504,0.025730186496,0.0259428893710336
0.024900000000000002,0.024900000000000002,0.02552001,0.0258377341245,0.026052187317733354
0.025,0.025,0.025625,0.025945312499999998,0.026161523437499997
0.0251,0.0251,0.025730009999999998,0.0260529216255,0.02627089773643335
0.0252,0.0252,0.025835039999999997,0.026160561503999997,0.026380310220633595
0.0253,0.0253,0.025940090000000002,0.026268232138500002,0.026489760896201354
0.025400000000000002,0.025400000000000002,0.026045160000000005,0.026375933532000004,0.026599249769237606
0.025500000000000002,0.025500000000000002,0.026150250000000003,0.026483665687500005,0.026708776845843756
0.0256,0.0256,0.026255360000000002,0.026591428608,0.0268183421321216
0.0257,0.0257,0.026360490000000004,0.026699222296500003,0.02692794563417335
0.0258,0.0258,0.026465640000000002,0.026807046756,0.027037587358101595
0.025900000000000003,0.025900000000000003,0.026570810000000004,0.026914901989500004,0.027147267310009354
0.026000000000000002,0.026000000000000002,0.026676000000000002,0.027022788,0.027256985496
0.0261,0.0261,0.026781210000000003,0.027130704790500004,0.027366741922177352
0.0262,0.0262,0.02688644,0.027238652364000002,0.027476536594645606
0.0263,0.0263,0.02699169,0.0273466307235,0.02758636951950935
0.0264,0.0264,0.02709696,0.027454639872000003,0.027696240702873604
0.026500000000000003,0.026500000000000003,0.02720225,0.0275626798125,0.027806150150843752
0.026600000000000002,0.026600000000000002,0.02730756,0.027670750548000004,0.027916097869525605
0.0267,0.0267,0.02741289,0.027778852081499997,0.028026083865025347
0.0268,0.0268,0.02751824,0.027886984416000002,0.028136108143449603
0.0269,0.0269,0.02762361,0.0279951475545,0.02824617071090535
0.027,0.027,0.027728999999999997,0.0281033415,0.0283562715735
0.027100000000000003,0.027100000000000003,0.02783441,0.0282115662555,0.02846641073734135
0.027200000000000002,0.027200000000000002,0.027939840000000004,0.028319821824000006,0.028576588208537607
0.0273,0.0273,0.028045290000000004,0.028428108208500003,0.02868680399319735
0.0274,0.0274,0.028150760000000004,0.028536425412000004,0.028797058097429606
0.0275,0.0275,0.028256250000000004,0.028644773437500003,0.02890735052734375
0.027600000000000003,0.027600000000000003,0.028361760000000007,0.028753152288000006,0.029017681289049607
0.027700000000000002,0.027700000000000002,0.028467290000000003,0.0288615619665,0.02912805038865735
0.027800000000000002,0.027800000000000002,0.028572840000000002,0.028970002476,0.029238457832277603
0.0279,0.0279,0.02867841,0.0290784738195,0.029348903626021345
0.028,0.028,0.028784,0.029186976,0.029459387776
0.0281,0.0281,0.02888961,0.029295509020499995,0.02956991028832534
0.028200000000000003,0.028200000000000003,0.028995240000000002,0.029404072884,0.0296804711691096
0.028300000000000002,0.028300000000000002,0.02910089,0.029512667593500005,0.029791070424465358
0.0284,0.0284,0.02920656,0.029621293152,0.0299017080605056
0.0285,0.0285,0.02931225,0.029729949562500003,0.030012384083343755
0.0286,0.0286,0.02941796,0.029838636828,0.0301230984990936
0.0287,0.0287,0.02952369,0.0299473549515,0.030233851313869353
0.028800000000000003,0.028800000000000003,0.02962944,0.030056103936,0.0303446425337856
0.028900000000000002,0.028900000000000002,0.02973521,0.030164883784500003,0.030455472164957354
0.029,0.029,0.029841,0.030273694499999997,0.030566340213499996
0.0291,0.0291,0.029946809999999997,0.030382536085499998,0.030677246685529347
0.0292,0.0292,0.03005264,0.030491408543999995,0.030788191587161593
0.029300000000000003,0.029300000000000003,0.030158490000000007,0.030600311878500007,0.030899174924513356
0.029400000000000003,0.029400000000000003,0.030264360000000004,0.030709246092,0.0310101967037016
0.029500000000000002,0.029500000000000002,0.030370250000000005,0.030818211187500007,0.03112125693084376
0.0296,0.0296,0.030476160000000002,0.030927207168,0.0312323556120576
0.0297,0.0297,0.030582090000000003,0.031036234036500004,0.031343492753461356
0.0298,0.0298,0.030688040000000003,0.031145291796,0.0314546683611736
0.029900000000000003,0.029900000000000003,0.030794010000000004,0.031254380449500005,0.03156588244131336
0.030000000000000002,0.030000000000000002,0.030900000000000004,0.0313635,0.031677135
0.030100000000000002,0.030100000000000002,0.031006010000000004,0.0314726504505,0.03178842604335335
0.0302,0.0302,0.03111204,0.031581831803999996,0.03189975557749359
0.0303,0.0303,0.03121809,0.0316910440635,0.03201112360854135
0.0304,0.0304,0.03132416,0.031800287232,0.0321225301426176
0.030500000000000003,0.030500000000000003,0.03143025,0.0319095613125,0.03223397518584375
0.030600000000000002,0.030600000000000002,0.03153636,0.032018866308,0.0323454587443416
0.0307,0.0307,0.03164249,0.0321282022215,0.03245698082423335
0.0308,0.0308,0.03174864,0.032237569056000004,0.032568541431641604
0.0309,0.0309,0.03185481,0.03234696681449999,0.032680140572689344
0.031,0.031,0.031960999999999996,0.0324563955,0.0327917782535
0.031100000000000003,0.031100000000000003,0.03206721,0.032565855115499996,0.032903454480197346
0.031200000000000002,0.031200000000000002,0.03217344,0.032675345664,0.0330151692589056
0.0313,0.0313,0.03227969000000001,0.032784867148500006,0.033126922595749356
0.031400000000000004,0.031400000000000004,0.032385960000000005,0.032894419572000004,0.03323871449685361
0.0315,0.0315,0.03249225,0.0330040029375,0.03335054496834375
0.0316,0.0316,0.032598560000000006,0.03311361724800001,0.03346241401634561
0.0317,0.0317,0.03270489,0.0332232625065,0.033574321646985344
0.0318,0.0318,0.032811240000000005,0.03333293871600001,0.03368626786638961
0.031900000000000005,0.031900000000000005,0.03291761000000001,0.0334426458795,0.03379825268068535
0.032,0.032,0.033024000000000005,0.033552384000000005,0.033910276096
0.032100000000000004,0.032100000000000004,0.033130410000000006,0.0336621530805,0.03402233811846135
0.0322,0.0322,0.03323684,0.033771953124,0.034134438754197596
0.0323,0.0323,0.033343290000000005,0.03388178413350001,0.03424657800933736
0.0324,0.0324,0.033449759999999995,0.03399164611199999,0.03435875589000959
0.0325,0.0325,0.03355625,0.034101539062500005,0.03447097240234376
0.032600000000000004,0.032600000000000004,0.03366276,0.034211462988,0.0345832275524696
0.0327,0.0327,0.03376929,0.034321417891500006,0.034695521346517356
0.0328,0.0328,0.033875840000000004,0.03443140377600001,0.034807853790617606
0.0329,0.0329,0.03398241,0.0345414206445,0.034920224890901345
0.033,0.033,0.034089,0.0346514685,0.0350326346535
0.033100000000000004,0.033100000000000004,0.03419561,0.0347615473455,0.03514508308454535
0.0332,0.0332,0.03430224,0.034871657183999996,0.0352575701901696
0.0333,0.0333,0.034408890000000004,0.03498179801850001,0.03537009597650536
0.0334,0.0334,0.03451556,0.035091969852,0.0354826604496856
0.0335,0.0335,0.03462225000000001,0.03520217268750001,0.03559526361584376
0.033600000000000005,0.033600000000000005,0.03472896000000001,0.03531240652800001,0.035707905481113605
0.0337,0.0337,0.03483569,0.0354226713765,0.03582058605162935
0.033800000000000004,0.033800000000000004,0.034942440000000005,0.035532967236,0.0359333053335256
0.0339,0.0339,0.035049210000000004,0.035643294109500005,0.036046063332937354
0.034,0.034,0.03515600000000001,0.035753652000000004,0.036158860056000004
0.0341,0.0341,0.03526281,0.0358640409105,0.03627169550884935
0.0342,0.0342,0.03536964,0.035974460843999995,0.03638456969762159
0.034300000000000004,0.034300000000000004,0.035476490000000006,0.03608491180350001,0.03649748262845336
0.0344,0.0344,0.03558336,0.03619539379200001,0.03661043430748161
0.0345,0.0345,0.03569025,0.0363059068125,0.036723424740843745
0.0346,0.0346,0.035797159999999995,0.036416450867999994,0.0368364539346776
0.0347,0.0347,0.03590409,0.036527025961499995,0.036949521895121344
0.034800000000000005,0.034800000000000005,0.03601104,0.036637632096,0.0370626286283136
0.0349,0.0349,0.03611801,0.0367482692745,0.03717577414039335
0.035,0.035,0.036225,0.0368589375,0.0372889584375
0.0351,0.0351,0.03633201,0.0369696367755,0.03740218152577335
0.0352,0.0352,0.03643904,0.037080367104,0.0375154434113536
0.035300000000000005,0.035300000000000005,0.03654609000000001,0.03719112848850001,0.037628744100381355
0.0354,0.0354,0.036653160000000004,0.03730192093200001,0.037742083598997604
0.035500000000000004,0.035500000000000004,0.03676025000000001,0.037412744437500006,0.037855461913343755
0.0356,0.0356,0.03686736,0.037523599008,0.0379688790495616
0.0357,0.0357,0.036974490000000006,0.0376344846465,0.03808233501379335
0.0358,0.0358,0.03708164,0.037745401356,0.0381958298121816
0.0359,0.0359,0.03718881,0.0378563491395,0.03830936345086935
0.036000000000000004,0.036000000000000004,0.037296,0.037967328,0.038422935936
0.0361,0.0361,0.03740321,0.038078337940499994,0.03853654727371734
0.0362,0.0362,0.037510440000000006,0.03818937896400001,0.038650197470165605
0.0363,0.0363,0.03761769,0.0383004510735,0.03876388653148934
0.0364,0.0364,0.03772496,0.038411554272,0.0388776144638336
0.036500000000000005,0.036500000000000005,0.037832250000000005,0.03852268856250001,0.03899138127334376
0.0366,0.0366,0.03793956,0.038633853947999994,0.03910518696616559
0.0367,0.0367,0.03804689,0.038745050431500005,0.03921903154844536
0.0368,0.0368,0.03815424,0.038856278016,0.0393329150263296
0.0369,0.0369,0.03826161,0.038967536704500004,0.03944683740596536
0.037000000000000005,0.037000000000000005,0.038369,0.0390788265,0.039560798693499995
0.0371,0.0371,0.038476409999999996,0.039190147405499996,0.03967479889508135
0.037200000000000004,0.037200000000000004,0.03858384,0.039301499424,0.0397888380168576
0.0373,0.0373,0.03869129,0.039412882558500006,0.03990291606497736
